Title,Price,Rating,Link,Image
"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07QIH","₹40,890",4.0 out of 5 stars,https://www.amazon.in/Lenovo-V15-i5-1235U-Windows-82TTA07QIH/dp/B0DDY2JQLQ/ref=sr_1_71?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-71,https://m.media-amazon.com/images/I/719+CaSnPxL._AC_UY218_.jpg
"Lenovo V14 G3, 12th Gen Intel Core i7-1255U Upto 4.70Ghz (16GB RAM/512GB SSD/Windows 11) 14.0"" FHD Display Thin and Light Laptop/Iron Grey /1.70 kg 1 Year Onsite Brand Warranty","₹54,550",4.0 out of 5 stars,https://www.amazon.in/Lenovo-i7-1255U-4-70Ghz-Windows-Warranty/dp/B0F32ZBDNJ/ref=sr_1_72?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-72,https://m.media-amazon.com/images/I/519RoeX1P4L._AC_UY218_.jpg
"Lenovo IdeaPad Slim 3 Ryzen 3 7320U 15.6 inch (39.6cm) FHD Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008DIN","₹30,990",3.9 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-39-6cm-Windows-82XQ008DIN/dp/B0CCP88X9Q/ref=sr_1_73?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-73,https://m.media-amazon.com/images/I/71WXtdqjdLL._AC_UY218_.jpg
"Lenovo IdeaPad 1 AMD Ryzen 5 5625U 15.6 inch (38.5cm) FHD Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/3 Month Game Pass/Grey/1.6Kg), 82R4011CIN","₹37,900",4.0 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-38-5cm-Windows-82R4011CIN/dp/B0F8MX6QK1/ref=sr_1_74?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-74,https://m.media-amazon.com/images/I/814By4kEe5L._AC_UY218_.jpg
"Lenovo LOQ 2025 AMD Ryzen 7 250| NVIDIA RTX 5050 8GB (24GB RAM/1TB SSD/144Hz Refresh Rate/440 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JG008NIN","₹1,11,990",No rating,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTg4NjcxNzI0ODg4ODYwOjE3NjA1MzE1NTc6c3BfbXRmOjMwMDcyMTA1Nzc1MDUzMjo6MDo6&url=%2FLenovo-NVIDIA-Refresh-Windows-83JG008NIN%2Fdp%2FB0FN4MKG81%2Fref%3Dsr_1_75_sspa%3Fdib%3DeyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4%26dib_tag%3Dse%26keywords%3DLenovo%2BLaptop%26qid%3D1760531557%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=Mx1fuXs49h&sp_cr=ZAZ,https://m.media-amazon.com/images/I/813jrBDb2DL._AC_UY218_.jpg
"Lenovo IdeaPad Slim 5, AMD Ryzen AI 7 350, 24GB RAM, 1TB SSD, WUXGA OLED 14""(35.5cm), Win11, Office Home'24, Grey, 1.4Kg, 83HX001NIN, Copilot+ PC, Backlit Keyboard, 1Yr ADP Free AI Powered Laptop","₹79,990",3.8 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTg4NjcxNzI0ODg4ODYwOjE3NjA1MzE1NTc6c3BfbXRmOjMwMDcyMTA1Nzc0ODUzMjo6MDo6&url=%2FLenovo-IdeaPad-Copilot-Keyboard-83HX001NIN%2Fdp%2FB0F4XHB911%2Fref%3Dsr_1_76_sspa%3Fdib%3DeyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4%26dib_tag%3Dse%26keywords%3DLenovo%2BLaptop%26qid%3D1760531557%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=ooN66U3pda&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71oQ0rki+-L._AC_UY218_.jpg
"Lenovo IdeaPad Slim 3, Intel Core i7-13620H, 13th Gen, 16GB RAM, 512GB SSD, FHD IPS 300 Nits, 15""/38.1cm, Windows 11, MSOffice 21, Grey, 1.6Kg, 83EM008GIN,1Yr ADP Free,Alexa Built-in Laptop","₹60,300",4.1 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_77?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-77,https://m.media-amazon.com/images/I/81epBowa4UL._AC_UY218_.jpg
"Lenovo Thinkbook 16 G6 AMD Ryzen 5 16"" Wuxga IPS Antiglare 300 NITS Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA07RIN","₹42,290",4.2 out of 5 stars,https://www.amazon.in/Lenovo-Thinkbook-16-G6-21Kka07Rin/dp/B0CZ7DNGZH/ref=sr_1_78?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-78,https://m.media-amazon.com/images/I/51sxGjeY3GL._AC_UY218_.jpg
"Lenovo IdeaPad Slim 5, AMD Ryzen AI 7 350, 24GB RAM, 1TB SSD, WUXGA OLED 14""(35.5cm), Win11, Office Home'24, Grey, 1.4Kg, 83HX001NIN, Copilot+ PC, Backlit Keyboard, 1Yr ADP Free AI Powered Laptop","₹79,990",3.8 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-Copilot-Keyboard-83HX001NIN/dp/B0F4XHB911/ref=sr_1_79?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-79,https://m.media-amazon.com/images/I/71oQ0rki+-L._AC_UY218_.jpg
"Lenovo 14 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Silver/1.4 kg/MS Office 2021","₹27,290",5.0 out of 5 stars,https://www.amazon.in/Lenovo-14-Ryzen-7320U-Quad/dp/B0F6LS2CGB/ref=sr_1_80?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-80,https://m.media-amazon.com/images/I/61DIi-Z-B7L._AC_UY218_.jpg
"Lenovo 15 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.6 kg/MS Office 2021","₹27,200",2.4 out of 5 stars,https://www.amazon.in/Lenovo-15-Ryzen-7320U-Quad/dp/B0F6LRXXMY/ref=sr_1_81?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-81,https://m.media-amazon.com/images/I/71A5A7QHQ6L._AC_UY218_.jpg
"Lenovo IdeaPad Slim 5 Ryzen 7 7735HS (16GB RAM/512GB SSD/Integrated AMD Radeon 680M Graphics/WUXGA IPS Display/13.3"" (33.7cm)/Windows 11/Office Home 2024/Backlit KB/Grey/1.15Kg), 83J2000HIN Laptop","₹59,990",3.6 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-Integrated-Graphics-83J2000HIN/dp/B0DVGF96B4/ref=sr_1_82?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-82,https://m.media-amazon.com/images/I/616BhYEGRHL._AC_UY218_.jpg
"Lenovo LOQ 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB RAM/512GB SSD/NVIDIA RTX 3050 6GB/Win 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83GS00PJIN","₹68,370",4.1 out of 5 stars,https://www.amazon.in/Lenovo-i5-12450HX-300Nits-Graphics-83GS003NIN/dp/B0D49RN3X6/ref=sr_1_83?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-83,https://m.media-amazon.com/images/I/81tmCrtiRgL._AC_UY218_.jpg
"Lenovo ThinkPad E14 AMD Ryzen 5 7535HS (16GB RAM/512GB SSD/Win11 Home/Office 2024/Backlit Keyboard/Fingerprint) 14"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.42 kg,21M3S0AJ00","₹52,765",3.8 out of 5 stars,https://www.amazon.in/Lenovo-ThinkPad-Fingerprint-Aluminium-21M3S0AJ00/dp/B0F2FR3QZS/ref=sr_1_84?dib=eyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531557&sr=8-84,https://m.media-amazon.com/images/I/314AIJE3c+L._AC_UY218_.jpg
"Lenovo ThinkBook 16 AMD Ryzen 7 7735HS (16GB RAM/512GB SSD/Windows 11 Home/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0AUIN","₹47,990",3.4 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTg4NjcxNzI0ODg4ODYwOjE3NjA1MzE1NTc6c3BfYnRmOjMwMDc3MDI0OTUyMzQzMjo6MDo6&url=%2FLenovo-ThinkBook-Fingerprint-Aluminium-21MWA0AUIN%2Fdp%2FB0FD8TSZQC%2Fref%3Dsr_1_85_sspa%3Fdib%3DeyJ2IjoiMSJ9.Yhp9hqtlL1aktKY-EKylA8CriMcLp-BBqqtbBxA542Yx4L5ztH7Cn1NNi6OErS01pqkqHNPfOJBIlvuYw0XUrfxWLz3P2xS-wNCp9pr7oABvcY-TPXJ7HIG51Lzk-ULh1R74fb3ND79SFsGJMPT-vzJ97j0b6CVnPBaNVlQGV140yhdoHGHOytCF0mPhYdzqMMLr5dNUSZP-wl-Pm_u6en8igxfqDKGc_MCTujuJark.k-LPO4Phb6eNziMf0MZUNN4_A9x3VUJohqi0jxmwt_4%26dib_tag%3Dse%26keywords%3DLenovo%2BLaptop%26qid%3D1760531557%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=Q0be5LPXrv&sp_cr=ZAZ,https://m.media-amazon.com/images/I/51XpiWaeMQL._AC_UY218_.jpg
"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN","₹61,990",4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODc0Nzg2MzQxODM1MjI2OjE3NjA1MzE1NjE6c3BfYXRmX25leHQ6MzAwNzY4ODk3OTM0NTMyOjowOjo&url=%2FLenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN%2Fdp%2FB0F2162VGQ%2Fref%3Dsr_1_81_sspa%3Fdib%3DeyJ2IjoiMSJ9.LqGb_SlDjie8r0V7VOlU5QnG28y8Mj-QFnBQhWxvuyKCUKFo9VcFyzcn76XQRZ8CvmkluFd9zUgRL4_4A1nFiLUTRsOyAGUxCp4FFbEJXB830L4WlliAecOEE7qfaOwRtbxyImk-_NN4EJmPYIXOfXEloMaZ8s1Z6EW85n8NcZJAtMxUmqC049IiOM59G6DwhxzplZonalJ0UH06yLmn39NEAyaYji0w-EzB0lfkAv8.vHnoGV3QBcDMyCUKy7z0dJcSffqYMcS_QmCmmY5-x9I%26dib_tag%3Dse%26keywords%3DLenovo%2BLaptop%26qid%3D1760531561%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=kiln6jeQRt&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71IjxF4prWL._AC_UY218_.jpg
"Lenovo Ideapad Slim 3 13Th Gen Intel Core I5-13420H 15.3""(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg) 83K100C6IN","₹54,160",5.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODc0Nzg2MzQxODM1MjI2OjE3NjA1MzE1NjE6c3BfYXRmX25leHQ6MzAwNzY4ODk3OTM1MDMyOjowOjo&url=%2FLenovo-Ideapad-I5-13420H-Keyboard-83K100C6IN%2Fdp%2FB0FBGS6ZW8%2Fref%3Dsr_1_82_sspa%3Fdib%3DeyJ2IjoiMSJ9.LqGb_SlDjie8r0V7VOlU5QnG28y8Mj-QFnBQhWxvuyKCUKFo9VcFyzcn76XQRZ8CvmkluFd9zUgRL4_4A1nFiLUTRsOyAGUxCp4FFbEJXB830L4WlliAecOEE7qfaOwRtbxyImk-_NN4EJmPYIXOfXEloMaZ8s1Z6EW85n8NcZJAtMxUmqC049IiOM59G6DwhxzplZonalJ0UH06yLmn39NEAyaYji0w-EzB0lfkAv8.vHnoGV3QBcDMyCUKy7z0dJcSffqYMcS_QmCmmY5-x9I%26dib_tag%3Dse%26keywords%3DLenovo%2BLaptop%26qid%3D1760531561%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=nICLGJ7zLv&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71D9HSayVSL._AC_UY218_.jpg
"Lenovo Yoga Pro 9 Intel Evo Core Ultra 9 185H Built-in AI 16""(40.6cm) 3.2K IPS 165Hz Touchscreen Laptop (32GB/1TB SSD/NVIDIA RTX 4050 6GB/Win11/MSO 21/5.0MP+IR Cam/3 Mon GamePass/Grey/2Kg), 83DN004VIN","₹1,73,808",3.1 out of 5 stars,https://www.amazon.in/Lenovo-Built-Touchscreen-GamePass-83DN004VIN/dp/B0D4TY8Q16/ref=sr_1_83?dib=eyJ2IjoiMSJ9.LqGb_SlDjie8r0V7VOlU5QnG28y8Mj-QFnBQhWxvuyKCUKFo9VcFyzcn76XQRZ8CvmkluFd9zUgRL4_4A1nFiLUTRsOyAGUxCp4FFbEJXB830L4WlliAecOEE7qfaOwRtbxyImk-_NN4EJmPYIXOfXEloMaZ8s1Z6EW85n8NcZJAtMxUmqC049IiOM59G6DwhxzplZonalJ0UH06yLmn39NEAyaYji0w-EzB0lfkAv8.vHnoGV3QBcDMyCUKy7z0dJcSffqYMcS_QmCmmY5-x9I&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531561&sr=8-83,https://m.media-amazon.com/images/I/81qyIVclKOL._AC_UY218_.jpg
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021","₹45,990",3.7 out of 5 stars,https://www.amazon.in/Lenovo-Intel-Core-12th-1235U/dp/B0DJCNMC4C/ref=sr_1_84?dib=eyJ2IjoiMSJ9.LqGb_SlDjie8r0V7VOlU5QnG28y8Mj-QFnBQhWxvuyKCUKFo9VcFyzcn76XQRZ8CvmkluFd9zUgRL4_4A1nFiLUTRsOyAGUxCp4FFbEJXB830L4WlliAecOEE7qfaOwRtbxyImk-_NN4EJmPYIXOfXEloMaZ8s1Z6EW85n8NcZJAtMxUmqC049IiOM59G6DwhxzplZonalJ0UH06yLmn39NEAyaYji0w-EzB0lfkAv8.vHnoGV3QBcDMyCUKy7z0dJcSffqYMcS_QmCmmY5-x9I&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531561&sr=8-84,https://m.media-amazon.com/images/I/51aoXk4rzXL._AC_UY218_.jpg
"Lenovo IdeaPad Slim 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1 Year Warranty + 1 Year ADP/Cloud Grey/1.6Kg), 82R400EFIN","₹39,800",3.8 out of 5 stars,https://www.amazon.in/Lenovo-IdeaPad-Windows-Warranty-82R400EFIN/dp/B0CYPX4D1T/ref=sr_1_85?dib=eyJ2IjoiMSJ9.LqGb_SlDjie8r0V7VOlU5QnG28y8Mj-QFnBQhWxvuyKCUKFo9VcFyzcn76XQRZ8CvmkluFd9zUgRL4_4A1nFiLUTRsOyAGUxCp4FFbEJXB830L4WlliAecOEE7qfaOwRtbxyImk-_NN4EJmPYIXOfXEloMaZ8s1Z6EW85n8NcZJAtMxUmqC049IiOM59G6DwhxzplZonalJ0UH06yLmn39NEAyaYji0w-EzB0lfkAv8.vHnoGV3QBcDMyCUKy7z0dJcSffqYMcS_QmCmmY5-x9I&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531561&sr=8-85,https://m.media-amazon.com/images/I/61CHy-sShhL._AC_UY218_.jpg
"(Refurbished) Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN","₹25,915",3.9 out of 5 stars,https://www.amazon.in/Refurbished-Lenovo-IdeaPad-i3-1215U-82RJ00FUIN/dp/B0DJP3DDQX/ref=sr_1_86?dib=eyJ2IjoiMSJ9.LqGb_SlDjie8r0V7VOlU5QnG28y8Mj-QFnBQhWxvuyKCUKFo9VcFyzcn76XQRZ8CvmkluFd9zUgRL4_4A1nFiLUTRsOyAGUxCp4FFbEJXB830L4WlliAecOEE7qfaOwRtbxyImk-_NN4EJmPYIXOfXEloMaZ8s1Z6EW85n8NcZJAtMxUmqC049IiOM59G6DwhxzplZonalJ0UH06yLmn39NEAyaYji0w-EzB0lfkAv8.vHnoGV3QBcDMyCUKy7z0dJcSffqYMcS_QmCmmY5-x9I&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531561&sr=8-86,https://m.media-amazon.com/images/I/71p-D5bOqJL._AC_UY218_.jpg
"Lenovo V15 G4 IRU 15.6"" FHD 13th Gen Laptop, Intel Core i7-13620H, 16GB RAM,512GB SSD Storage, Intel UHD Graphics, Wi-Fi 6, Windows 11 & MS-Office liftime, Iron Grey, 1 Year (12M) Brand Warranty","₹58,999",5.0 out of 5 stars,https://www.amazon.in/Lenovo-i7-13620H-Graphics-MS-Office-Warranty/dp/B0FPFMV4XJ/ref=sr_1_87?dib=eyJ2IjoiMSJ9.LqGb_SlDjie8r0V7VOlU5QnG28y8Mj-QFnBQhWxvuyKCUKFo9VcFyzcn76XQRZ8CvmkluFd9zUgRL4_4A1nFiLUTRsOyAGUxCp4FFbEJXB830L4WlliAecOEE7qfaOwRtbxyImk-_NN4EJmPYIXOfXEloMaZ8s1Z6EW85n8NcZJAtMxUmqC049IiOM59G6DwhxzplZonalJ0UH06yLmn39NEAyaYji0w-EzB0lfkAv8.vHnoGV3QBcDMyCUKy7z0dJcSffqYMcS_QmCmmY5-x9I&dib_tag=se&keywords=Lenovo+Laptop&qid=1760531561&sr=8-87,https://m.media-amazon.com/images/I/71t65q+JsLL._AC_UY218_.jpg
